,host_is_superhost
2900,t
2901,f
2902,t
2903,t
2904,No mencionado
2905,f
2906,f
2907,t
2908,f
2909,f
2910,t
2911,f
2912,f
2913,f
2914,t
2915,t
2916,t
2917,t
2918,t
2919,t
2920,t
2921,f
2922,t
2923,t
2924,t
2925,t
2926,t
2927,f
2928,t
2929,t
2930,f
2931,No mencionado
2932,t
2933,t
2934,f
2935,f
2936,f
2937,f
2938,t
2939,t
2940,f
2941,f
2942,f
2943,t
2944,t
2945,f
2946,f
2947,f
2948,t
2949,t
2950,f
2951,t
2952,f
2953,f
2954,f
2955,f
2956,f
2957,t
2958,t
2959,t
2960,f
2961,t
2962,t
2963,t
2964,f
2965,t
2966,No mencionado
2967,No mencionado
2968,No mencionado
2969,No mencionado
2970,t
2971,f
2972,f
2973,f
2974,t
2975,f
2976,t
2977,f
2978,f
2979,f
2980,t
2981,No mencionado
2982,No mencionado
2983,f
2984,No mencionado
2985,f
2986,t
2987,f
2988,f
2989,f
2990,f
2991,f
2992,t
2993,t
2994,f
2995,f
2996,f
2997,f
2998,f
2999,f
3000,f
3001,f
3002,f
3003,t
3004,t
3005,f
3006,f
3007,f
3008,f
3009,t
3010,t
3011,f
3012,f
3013,t
3014,f
3015,f
3016,f
3017,f
3018,f
3019,No mencionado
3020,f
3021,f
3022,f
3023,f
3024,f
3025,f
3026,t
3027,f
3028,f
3029,t
3030,t
3031,f
3032,f
3033,t
3034,t
3035,t
3036,t
3037,f
3038,t
3039,f
3040,f
3041,t
3042,f
3043,t
3044,f
3045,t
3046,t
3047,t
3048,t
3049,f
3050,f
3051,f
3052,f
3053,t
3054,f
3055,f
3056,f
3057,f
3058,f
3059,f
3060,f
3061,f
3062,f
3063,f
3064,f
3065,t
3066,f
3067,f
3068,f
3069,f
3070,f
3071,f
3072,f
3073,f
3074,f
3075,f
3076,f
3077,f
3078,f
3079,f
3080,t
3081,f
3082,f
3083,f
3084,t
3085,t
3086,t
3087,f
3088,t
3089,f
3090,f
3091,t
3092,f
3093,f
3094,f
3095,f
3096,t
3097,t
3098,f
3099,t
3100,f
3101,f
3102,t
3103,f
3104,t
3105,t
3106,f
3107,f
3108,t
3109,t
3110,No mencionado
3111,f
3112,f
3113,f
3114,t
3115,t
3116,f
3117,t
3118,f
3119,f
3120,f
3121,f
3122,f
3123,f
3124,f
3125,t
3126,f
3127,f
3128,t
3129,f
3130,f
3131,t
3132,f
3133,f
3134,t
3135,t
3136,f
3137,t
3138,f
3139,f
3140,t
3141,f
3142,t
3143,f
3144,t
3145,f
3146,f
3147,t
3148,t
3149,t
3150,f
3151,t
3152,f
3153,f
3154,f
3155,f
3156,f
3157,f
3158,t
3159,f
3160,f
3161,f
3162,f
3163,t
3164,f
3165,t
3166,t
3167,f
3168,f
3169,f
3170,t
3171,f
3172,f
3173,f
3174,f
3175,f
3176,f
3177,f
3178,f
3179,f
3180,t
3181,t
3182,f
3183,f
3184,t
3185,f
3186,t
3187,f
3188,f
3189,f
3190,t
3191,f
3192,No mencionado
3193,f
3194,t
3195,t
3196,f
3197,t
3198,f
3199,t
3200,f
3201,f
3202,f
3203,f
3204,f
3205,t
3206,t
3207,t
3208,f
3209,t
3210,f
3211,f
3212,f
3213,f
3214,f
3215,t
3216,t
3217,f
3218,f
3219,f
3220,f
3221,f
3222,f
3223,f
3224,f
3225,f
3226,f
3227,t
3228,t
3229,f
3230,f
3231,f
3232,f
3233,f
3234,t
3235,f
3236,f
3237,t
3238,f
3239,t
3240,f
3241,t
3242,f
3243,f
3244,t
3245,t
3246,f
3247,No mencionado
3248,No mencionado
3249,f
3250,f
3251,f
3252,f
3253,f
3254,f
3255,f
3256,f
3257,No mencionado
3258,t
3259,f
3260,t
3261,No mencionado
3262,No mencionado
3263,f
3264,t
3265,f
3266,f
3267,f
3268,f
3269,f
3270,f
3271,f
3272,f
3273,f
3274,f
3275,f
3276,f
3277,f
3278,f
3279,f
3280,f
3281,f
3282,f
3283,f
3284,f
3285,f
3286,f
3287,f
3288,f
3289,f
3290,f
3291,f
3292,f
3293,f
3294,f
3295,f
3296,f
3297,f
3298,f
3299,f
3300,f
3301,f
3302,f
3303,f
3304,f
3305,f
3306,f
3307,f
3308,f
3309,f
3310,f
3311,f
3312,f
3313,f
3314,f
3315,f
3316,f
3317,f
3318,f
3319,f
3320,f
3321,f
3322,f
3323,f
3324,f
3325,f
3326,f
3327,f
3328,f
3329,f
3330,f
3331,f
3332,f
3333,f
3334,f
3335,f
3336,t
3337,f
3338,t
3339,t
3340,f
3341,f
3342,t
3343,f
3344,f
3345,f
3346,t
3347,t
3348,f
3349,f
3350,No mencionado
3351,t
3352,f
3353,t
3354,f
3355,f
3356,t
3357,f
3358,f
3359,t
3360,t
3361,f
3362,f
3363,f
3364,f
3365,f
3366,t
3367,f
3368,t
3369,f
3370,f
3371,f
3372,t
3373,f
3374,f
3375,t
3376,f
3377,t
3378,t
3379,t
3380,f
3381,f
3382,No mencionado
3383,t
3384,t
3385,t
3386,f
3387,f
3388,f
3389,t
3390,f
3391,f
3392,f
3393,f
3394,f
3395,t
3396,f
3397,t
3398,f
3399,f
3400,t
3401,f
3402,f
3403,f
3404,t
3405,f
3406,t
3407,f
3408,f
3409,f
3410,f
3411,f
3412,f
3413,f
3414,f
3415,f
3416,f
3417,f
3418,f
3419,t
3420,t
3421,f
3422,t
3423,No mencionado
3424,f
3425,f
3426,f
3427,f
3428,f
3429,t
3430,f
3431,f
3432,f
3433,f
3434,f
3435,f
3436,f
3437,No mencionado
3438,f
3439,f
3440,f
3441,f
3442,f
3443,f
3444,f
3445,f
3446,f
3447,t
3448,t
3449,No mencionado
3450,f
3451,f
3452,f
3453,f
3454,f
3455,f
3456,f
3457,f
3458,f
3459,f
3460,t
3461,t
3462,f
3463,f
3464,f
3465,f
3466,f
3467,f
3468,f
3469,f
3470,t
3471,f
3472,f
3473,f
3474,f
3475,f
3476,f
3477,t
3478,f
3479,f
3480,t
3481,f
3482,t
3483,f
3484,f
3485,f
3486,f
3487,f
3488,f
3489,t
3490,f
3491,No mencionado
3492,f
3493,t
3494,t
3495,f
3496,f
3497,No mencionado
3498,f
3499,f
3500,f
3501,f
3502,f
3503,f
3504,f
3505,t
3506,t
3507,f
3508,t
3509,t
3510,f
3511,f
3512,f
3513,f
3514,t
3515,t
3516,f
3517,t
3518,f
3519,f
3520,f
3521,f
3522,f
3523,f
3524,f
3525,t
3526,f
3527,f
3528,f
3529,f
3530,f
3531,f
3532,f
3533,f
3534,t
3535,f
3536,f
3537,f
3538,f
3539,t
3540,f
3541,t
3542,f
3543,t
3544,f
3545,t
3546,f
3547,t
3548,f
3549,f
3550,t
3551,f
3552,t
3553,t
3554,t
3555,f
3556,t
3557,f
3558,f
3559,t
3560,f
3561,f
3562,f
3563,f
3564,f
3565,f
3566,f
3567,t
3568,f
3569,f
3570,f
3571,t
3572,t
3573,f
3574,t
3575,f
3576,f
3577,f
3578,t
3579,t
3580,f
3581,f
3582,f
3583,t
3584,f
3585,f
3586,f
3587,t
3588,f
3589,f
3590,f
3591,f
3592,f
3593,t
3594,f
3595,f
3596,f
3597,f
3598,t
3599,f
3600,f
3601,t
3602,f
3603,t
3604,f
3605,f
3606,f
3607,f
3608,f
3609,f
3610,f
3611,f
3612,f
3613,t
3614,f
3615,f
3616,f
3617,t
3618,t
3619,t
3620,f
3621,t
3622,f
3623,t
3624,t
3625,f
3626,f
3627,f
3628,t
3629,f
3630,f
3631,f
3632,f
3633,f
3634,t
3635,f
3636,f
3637,f
3638,f
3639,t
3640,t
3641,f
3642,f
3643,f
3644,f
3645,t
3646,t
3647,t
3648,t
3649,f
3650,f
3651,f
3652,f
3653,f
3654,t
3655,t
3656,f
3657,f
3658,f
3659,f
3660,f
3661,f
3662,f
3663,f
3664,f
3665,t
3666,No mencionado
3667,f
3668,f
3669,f
3670,t
3671,t
3672,f
3673,t
3674,t
3675,f
3676,f
3677,f
3678,f
3679,f
3680,t
3681,f
3682,t
3683,t
3684,f
3685,t
3686,f
3687,t
3688,No mencionado
3689,t
3690,f
3691,f
3692,f
3693,f
3694,t
3695,t
3696,f
3697,f
3698,f
3699,f
3700,f
3701,t
3702,f
3703,t
3704,t
3705,f
3706,f
3707,f
3708,f
3709,t
3710,t
3711,t
3712,f
3713,f
3714,f
3715,f
3716,f
3717,f
3718,t
3719,f
3720,f
3721,f
3722,f
3723,f
3724,f
3725,f
3726,t
3727,f
3728,f
3729,t
3730,f
3731,t
3732,f
3733,f
3734,f
3735,f
3736,f
3737,f
3738,f
3739,f
3740,f
3741,f
3742,f
3743,f
3744,f
3745,t
3746,t
3747,f
3748,f
3749,f
3750,No mencionado
3751,f
3752,t
3753,t
3754,f
3755,No mencionado
3756,f
3757,f
3758,f
3759,t
3760,f
3761,f
3762,f
3763,f
3764,f
3765,t
3766,f
3767,f
3768,f
3769,f
3770,t
3771,f
3772,t
3773,t
3774,f
3775,f
3776,f
3777,f
3778,f
3779,t
3780,t
3781,t
3782,f
3783,f
3784,f
3785,f
3786,f
3787,No mencionado
3788,f
3789,f
3790,t
3791,f
3792,t
3793,t
3794,t
3795,f
3796,f
3797,f
3798,f
3799,f
3800,f
3801,f
3802,f
3803,f
3804,No mencionado
3805,f
3806,t
3807,f
3808,t
3809,f
3810,f
3811,t
3812,t
3813,t
3814,No mencionado
3815,No mencionado
3816,No mencionado
3817,f
3818,f
3819,t
3820,f
3821,f
3822,t
3823,f
3824,f
3825,f
3826,f
3827,No mencionado
3828,f
3829,t
3830,f
3831,f
3832,t
3833,No mencionado
3834,f
3835,f
3836,f
3837,f
3838,t
3839,f
3840,f
3841,f
3842,t
3843,f
3844,f
3845,f
3846,t
3847,f
3848,f
3849,No mencionado
3850,t
3851,f
3852,t
3853,f
3854,f
3855,t
3856,f
3857,f
3858,t
3859,t
3860,t
3861,f
3862,t
3863,f
3864,t
3865,f
3866,f
3867,f
3868,f
3869,f
3870,t
3871,f
3872,t
3873,f
3874,f
3875,f
3876,f
3877,f
3878,f
3879,f
3880,f
3881,f
3882,f
3883,f
3884,f
3885,f
3886,f
3887,f
3888,f
3889,f
3890,t
3891,f
3892,f
3893,f
3894,f
3895,f
3896,f
3897,f
3898,f
3899,f
3900,f
3901,f
3902,f
3903,f
3904,f
3905,f
3906,f
3907,f
3908,t
3909,t
3910,f
3911,f
3912,f
3913,f
3914,f
3915,f
3916,No mencionado
3917,t
3918,f
3919,t
3920,t
3921,t
3922,t
3923,f
3924,t
3925,No mencionado
3926,f
3927,f
3928,f
3929,f
3930,f
3931,f
3932,f
3933,f
3934,t
3935,t
3936,t
3937,t
3938,t
3939,f
3940,t
3941,t
3942,t
3943,f
3944,f
3945,t
3946,f
3947,f
3948,f
3949,t
3950,f
3951,f
3952,t
3953,f
3954,f
3955,t
3956,f
3957,t
3958,f
3959,f
3960,No mencionado
3961,f
3962,t
3963,t
3964,t
3965,f
3966,f
3967,No mencionado
3968,f
3969,f
3970,f
3971,f
3972,f
3973,f
3974,t
3975,f
3976,f
3977,f
3978,f
3979,f
3980,t
3981,f
3982,t
3983,t
3984,f
3985,t
3986,f
3987,f
3988,f
3989,f
3990,f
3991,t
3992,f
3993,f
3994,t
3995,t
3996,t
3997,t
3998,t
3999,f
4000,No mencionado
4001,No mencionado
4002,t
4003,t
4004,No mencionado
4005,f
4006,t
4007,t
4008,f
4009,t
4010,t
4011,t
4012,f
4013,t
4014,f
4015,f
4016,f
4017,f
4018,t
4019,f
4020,t
4021,t
4022,t
4023,No mencionado
4024,t
4025,t
4026,f
4027,f
4028,f
4029,f
4030,f
4031,f
4032,f
4033,t
4034,t
4035,f
4036,f
4037,t
4038,f
4039,t
4040,f
4041,f
4042,f
4043,f
4044,f
4045,f
4046,f
4047,t
4048,f
4049,t
4050,f
4051,t
4052,f
4053,f
4054,f
4055,f
4056,t
4057,t
4058,f
4059,f
4060,f
4061,f
4062,f
4063,f
4064,f
4065,t
4066,f
4067,f
4068,f
4069,t
4070,t
4071,t
4072,f
4073,t
4074,f
4075,t
4076,f
4077,f
4078,f
4079,No mencionado
4080,f
4081,f
4082,t
4083,f
4084,f
4085,f
4086,f
4087,f
4088,f
4089,f
4090,f
4091,f
4092,f
4093,f
4094,f
4095,f
4096,f
4097,f
4098,f
4099,f
4100,f
4101,f
4102,f
4103,f
4104,f
4105,t
4106,f
4107,f
4108,f
4109,t
4110,f
4111,f
4112,f
4113,f
4114,f
4115,f
4116,t
4117,t
4118,t
4119,f
4120,f
4121,f
4122,f
4123,f
4124,f
4125,f
4126,f
4127,t
4128,f
4129,t
4130,t
4131,t
4132,t
4133,f
4134,f
4135,t
4136,t
4137,t
4138,t
4139,t
4140,t
4141,f
4142,f
4143,f
4144,f
4145,f
4146,t
4147,f
4148,f
4149,f
4150,f
4151,f
4152,f
4153,f
4154,f
4155,f
4156,f
4157,t
4158,f
4159,f
4160,f
4161,f
4162,t
4163,f
4164,t
4165,f
4166,No mencionado
4167,t
4168,f
4169,f
4170,No mencionado
4171,f
4172,f
4173,t
4174,t
4175,t
4176,f
4177,f
4178,f
4179,t
4180,f
4181,f
4182,f
4183,f
4184,f
4185,t
4186,f
4187,f
4188,f
4189,f
4190,f
4191,f
4192,f
4193,t
4194,f
4195,f
4196,t
4197,t
4198,f
4199,t
4200,f
4201,f
4202,t
4203,t
4204,f
4205,f
4206,t
4207,f
4208,t
4209,No mencionado
4210,f
4211,f
4212,f
4213,f
4214,f
4215,f
4216,f
4217,t
4218,t
4219,t
4220,f
4221,f
4222,t
4223,t
4224,t
4225,f
4226,t
4227,f
4228,f
4229,t
4230,f
4231,t
4232,f
4233,f
4234,f
4235,f
4236,f
4237,t
4238,t
4239,t
4240,f
4241,f
4242,t
4243,f
4244,f
4245,f
4246,t
4247,t
4248,f
4249,f
4250,f
4251,t
4252,t
4253,f
4254,f
4255,f
4256,f
4257,f
4258,f
4259,f
4260,f
4261,f
4262,f
4263,t
4264,f
4265,f
4266,No mencionado
4267,f
4268,f
4269,f
4270,t
4271,f
4272,f
4273,f
4274,t
4275,f
4276,t
4277,t
4278,f
4279,No mencionado
4280,f
4281,f
4282,f
4283,t
4284,f
4285,f
4286,f
4287,f
4288,t
4289,f
4290,f
4291,f
4292,f
4293,f
4294,f
4295,f
4296,t
4297,f
4298,t
4299,f
4300,f
4301,f
4302,f
4303,f
4304,f
4305,f
4306,t
4307,t
4308,f
4309,f
4310,f
4311,f
4312,f
4313,f
4314,f
4315,t
4316,f
4317,t
4318,f
4319,t
4320,f
4321,t
4322,f
4323,f
4324,f
4325,f
4326,f
4327,f
4328,t
4329,t
4330,t
4331,f
4332,f
4333,t
4334,f
4335,t
4336,t
4337,f
4338,No mencionado
4339,f
4340,No mencionado
4341,f
4342,f
4343,f
4344,t
4345,t
4346,f
4347,No mencionado
4348,t
4349,f
4350,f
4351,f
4352,f
4353,f
4354,f
4355,t
4356,No mencionado
4357,t
4358,f
4359,t
4360,t
4361,t
4362,f
4363,f
4364,t
4365,t
4366,t
4367,f
4368,f
4369,f
4370,f
4371,f
4372,f
4373,t
4374,t
4375,f
4376,t
4377,t
4378,t
4379,t
4380,f
4381,t
4382,f
4383,f
4384,f
4385,t
4386,t
4387,f
4388,t
4389,f
4390,t
4391,t
4392,t
4393,t
4394,t
4395,t
4396,f
4397,f
4398,f
4399,t
4400,f
4401,f
4402,f
4403,t
4404,t
4405,t
4406,No mencionado
4407,f
4408,f
4409,f
4410,f
4411,f
4412,t
4413,t
4414,f
4415,f
4416,f
4417,t
4418,f
4419,t
4420,f
4421,t
4422,t
4423,t
4424,f
4425,f
4426,f
4427,f
4428,t
4429,f
4430,t
4431,t
4432,f
4433,f
4434,f
4435,t
4436,t
4437,t
4438,t
4439,f
4440,f
4441,t
4442,t
4443,t
4444,f
4445,t
4446,f
4447,t
4448,f
4449,f
4450,t
4451,f
4452,f
4453,f
4454,f
4455,t
4456,t
4457,f
4458,f
4459,f
4460,f
4461,f
4462,t
4463,f
4464,f
4465,f
4466,f
4467,f
4468,f
4469,f
4470,t
4471,f
4472,t
4473,f
4474,f
4475,f
4476,t
4477,f
4478,t
4479,f
4480,f
4481,t
4482,f
4483,f
4484,t
4485,t
4486,t
4487,f
4488,f
4489,f
4490,t
4491,t
4492,t
4493,f
4494,f
4495,f
4496,f
4497,f
4498,f
4499,f
4500,f
4501,f
4502,f
4503,f
4504,t
4505,f
4506,f
4507,f
4508,f
4509,f
4510,f
4511,t
4512,f
4513,f
4514,f
4515,t
4516,f
4517,t
4518,f
4519,f
4520,f
4521,t
4522,f
4523,t
4524,f
4525,f
4526,f
4527,f
4528,f
4529,f
4530,f
4531,t
4532,f
4533,f
4534,f
4535,f
4536,f
4537,f
4538,f
4539,f
4540,f
4541,f
4542,f
4543,t
4544,t
4545,f
4546,f
4547,f
4548,f
4549,f
4550,t
4551,t
4552,t
4553,t
4554,t
4555,f
4556,f
4557,t
4558,t
4559,t
4560,t
4561,f
4562,f
4563,f
4564,f
4565,f
4566,f
4567,f
4568,f
4569,f
4570,f
4571,f
4572,f
4573,f
4574,f
4575,f
4576,f
4577,f
4578,f
4579,f
4580,f
4581,t
4582,t
4583,No mencionado
4584,No mencionado
4585,f
4586,t
4587,f
4588,f
4589,f
4590,f
4591,f
4592,f
4593,f
4594,f
4595,f
4596,f
4597,f
4598,f
4599,t
4600,f
4601,f
4602,t
4603,f
4604,No mencionado
4605,f
4606,f
4607,f
4608,t
4609,f
4610,t
4611,f
4612,f
4613,No mencionado
4614,t
4615,f
4616,f
4617,f
4618,f
4619,f
4620,f
4621,f
4622,f
4623,t
4624,t
4625,t
4626,t
4627,t
4628,t
4629,t
4630,f
4631,t
4632,f
4633,f
4634,f
4635,No mencionado
4636,f
4637,t
4638,f
4639,f
4640,f
4641,f
4642,f
4643,f
4644,f
4645,f
4646,f
4647,f
4648,f
4649,f
4650,No mencionado
4651,t
4652,t
4653,f
4654,f
4655,f
4656,t
4657,f
4658,t
4659,f
4660,f
4661,f
4662,t
4663,f
4664,f
4665,t
4666,t
4667,t
4668,No mencionado
4669,f
4670,t
4671,f
4672,t
4673,t
4674,t
4675,t
4676,t
4677,t
4678,f
4679,f
4680,t
4681,t
4682,f
4683,f
4684,t
4685,t
4686,f
4687,t
4688,f
4689,t
4690,f
4691,t
4692,f
4693,t
4694,t
4695,f
4696,f
4697,f
4698,t
4699,f
4700,f
4701,f
4702,t
4703,f
4704,t
4705,t
4706,t
4707,f
4708,t
4709,f
4710,f
4711,No mencionado
4712,f
4713,f
4714,No mencionado
4715,No mencionado
4716,f
4717,No mencionado
4718,t
4719,t
4720,f
4721,f
4722,f
4723,t
4724,t
4725,f
4726,f
4727,f
4728,f
4729,f
4730,f
4731,No mencionado
4732,No mencionado
4733,No mencionado
4734,No mencionado
4735,f
4736,f
4737,t
4738,t
4739,f
4740,f
4741,No mencionado
4742,f
4743,f
4744,f
4745,t
4746,f
4747,f
4748,f
4749,f
4750,f
4751,f
4752,f
4753,t
4754,f
4755,f
4756,f
4757,f
4758,f
4759,t
4760,f
4761,f
4762,f
4763,t
4764,t
4765,t
4766,t
4767,t
4768,t
4769,f
4770,t
4771,f
4772,t
4773,t
4774,f
4775,f
4776,f
4777,t
4778,t
4779,t
4780,f
4781,f
4782,f
4783,t
4784,f
4785,f
4786,f
4787,f
4788,f
4789,f
4790,t
4791,f
4792,f
4793,f
4794,f
4795,f
4796,f
4797,f
4798,f
4799,t
4800,f
4801,f
4802,f
4803,f
4804,f
4805,f
4806,f
4807,f
4808,f
4809,f
4810,t
4811,t
4812,t
4813,f
4814,t
4815,f
4816,f
4817,t
4818,t
4819,f
4820,f
4821,t
4822,f
4823,t
4824,t
4825,t
4826,f
4827,f
4828,f
4829,No mencionado
4830,No mencionado
4831,f
4832,t
4833,f
4834,f
4835,f
4836,f
4837,f
4838,t
4839,f
4840,f
4841,f
4842,t
4843,t
4844,t
4845,f
4846,t
4847,t
4848,t
4849,t
4850,t
4851,t
4852,f
4853,No mencionado
4854,t
4855,f
4856,f
4857,f
4858,f
4859,t
4860,f
4861,f
4862,f
4863,No mencionado
4864,f
4865,f
4866,No mencionado
4867,f
4868,f
4869,f
4870,f
4871,t
4872,f
4873,f
4874,f
4875,f
4876,f
4877,t
4878,f
4879,t
4880,t
4881,t
4882,t
4883,f
4884,f
4885,f
4886,f
4887,t
4888,f
4889,f
4890,t
4891,t
4892,f
4893,f
4894,f
4895,f
4896,f
4897,t
4898,f
4899,t
4900,t
4901,t
4902,t
4903,t
4904,f
4905,f
4906,f
4907,f
4908,t
4909,t
4910,t
4911,t
4912,f
4913,f
4914,f
4915,f
4916,f
4917,t
4918,f
4919,f
4920,f
4921,f
4922,f
4923,f
4924,f
4925,f
4926,t
4927,No mencionado
4928,No mencionado
4929,No mencionado
4930,f
4931,f
4932,f
4933,f
4934,f
4935,f
4936,f
4937,t
4938,t
4939,f
4940,f
4941,t
4942,t
4943,t
4944,t
4945,No mencionado
4946,t
4947,f
4948,t
4949,t
4950,t
4951,f
4952,No mencionado
4953,No mencionado
4954,f
4955,t
4956,t
4957,t
4958,f
4959,No mencionado
4960,t
4961,f
4962,f
4963,t
4964,f
4965,No mencionado
4966,f
4967,f
4968,f
4969,t
4970,f
4971,f
4972,t
4973,f
4974,f
4975,f
4976,f
4977,f
4978,No mencionado
4979,t
4980,f
4981,f
4982,t
4983,f
4984,f
4985,No mencionado
4986,t
4987,t
4988,f
4989,f
4990,f
4991,f
4992,t
4993,f
4994,f
4995,No mencionado
4996,t
4997,t
4998,t
4999,t
5000,f
5001,No mencionado
5002,f
5003,f
5004,No mencionado
5005,f
5006,f
5007,f
5008,t
5009,f
5010,f
5011,t
5012,f
5013,f
5014,f
5015,f
5016,t
5017,f
5018,f
5019,f
5020,f
5021,f
5022,f
5023,f
5024,t
5025,f
5026,t
5027,f
5028,f
5029,f
5030,t
5031,f
5032,t
5033,f
5034,f
5035,f
5036,f
5037,f
5038,f
5039,t
5040,f
5041,f
5042,f
5043,f
5044,t
5045,t
5046,f
5047,f
5048,f
5049,f
5050,f
5051,f
5052,No mencionado
5053,f
5054,t
5055,f
5056,t
5057,f
5058,f
5059,t
5060,t
5061,f
5062,f
5063,f
5064,f
5065,f
5066,t
5067,No mencionado
5068,t
5069,t
5070,t
5071,t
5072,No mencionado
5073,f
5074,t
5075,f
5076,No mencionado
5077,f
5078,f
5079,f
5080,t
5081,f
5082,t
5083,f
5084,No mencionado
5085,f
5086,f
5087,f
5088,No mencionado
5089,f
5090,t
5091,f
5092,t
5093,f
5094,f
5095,f
5096,f
5097,t
5098,f
5099,f
5100,t
5101,f
5102,f
5103,f
5104,t
5105,f
5106,f
5107,t
5108,f
5109,f
5110,f
5111,t
5112,t
5113,t
5114,f
5115,f
5116,t
5117,f
5118,t
5119,f
5120,f
5121,f
5122,f
5123,f
5124,f
5125,t
5126,f
5127,f
5128,f
5129,f
5130,f
5131,t
5132,f
5133,t
5134,f
5135,f
5136,t
5137,f
5138,f
5139,f
5140,f
5141,f
5142,f
5143,f
5144,t
5145,No mencionado
5146,t
5147,f
5148,f
5149,f
5150,f
5151,t
5152,f
5153,f
5154,f
5155,f
5156,t
5157,f
5158,f
5159,f
5160,t
5161,t
5162,f
5163,t
5164,f
5165,t
5166,No mencionado
5167,f
5168,f
5169,No mencionado
5170,f
5171,f
5172,f
5173,f
5174,f
5175,f
5176,f
5177,f
5178,t
5179,t
5180,t
5181,f
5182,t
5183,t
5184,f
5185,f
5186,t
5187,f
5188,t
5189,t
5190,t
5191,No mencionado
5192,t
5193,t
5194,t
5195,t
5196,f
5197,t
5198,t
5199,f
5200,f
5201,f
5202,t
5203,f
5204,t
5205,t
5206,t
5207,f
5208,f
5209,f
5210,f
5211,f
5212,t
5213,f
5214,f
5215,t
5216,t
5217,t
5218,f
5219,No mencionado
5220,f
5221,f
5222,t
5223,t
5224,f
5225,t
5226,f
5227,f
5228,f
5229,f
5230,f
5231,f
5232,t
5233,f
5234,f
5235,t
5236,f
5237,t
5238,f
5239,f
5240,f
5241,f
5242,f
5243,t
5244,t
5245,t
5246,f
5247,f
5248,f
5249,f
5250,t
5251,t
5252,f
5253,f
5254,f
5255,f
5256,f
5257,f
5258,f
5259,t
5260,f
5261,f
5262,f
5263,f
5264,f
5265,t
5266,f
5267,f
5268,f
5269,f
5270,t
5271,f
5272,f
5273,t
5274,t
5275,f
5276,f
5277,t
5278,f
5279,f
5280,f
5281,f
5282,t
5283,f
5284,f
5285,t
5286,f
5287,f
5288,f
5289,f
5290,f
5291,f
5292,f
5293,f
5294,f
5295,f
5296,f
5297,f
5298,f
5299,f
5300,t
5301,f
5302,f
5303,f
5304,f
5305,f
5306,f
5307,f
5308,f
5309,f
5310,f
5311,f
5312,f
5313,f
5314,f
5315,f
5316,f
5317,f
5318,No mencionado
5319,f
5320,f
5321,f
5322,t
5323,t
5324,f
5325,f
5326,t
5327,f
5328,f
5329,t
5330,f
5331,t
5332,No mencionado
5333,t
5334,t
5335,f
5336,f
5337,t
5338,t
5339,f
5340,t
5341,t
5342,t
5343,t
5344,f
5345,t
5346,f
5347,t
5348,t
5349,t
5350,t
5351,t
5352,t
5353,t
5354,t
5355,t
5356,f
5357,f
5358,t
5359,t
5360,t
5361,f
5362,f
5363,t
5364,f
5365,f
5366,t
5367,f
5368,f
5369,f
5370,f
5371,f
5372,f
5373,t
5374,t
5375,t
5376,f
5377,f
5378,f
5379,t
5380,t
5381,t
5382,t
5383,f
5384,f
5385,f
5386,f
5387,f
5388,f
5389,f
5390,t
5391,t
5392,f
5393,f
5394,f
5395,f
5396,f
5397,f
5398,f
5399,f
5400,f
5401,f
5402,f
5403,f
5404,f
5405,t
5406,f
5407,f
5408,t
5409,f
5410,f
5411,f
5412,f
5413,f
5414,t
5415,f
5416,f
5417,f
5418,t
5419,f
5420,t
5421,f
5422,t
5423,f
5424,No mencionado
5425,f
5426,f
5427,t
5428,f
5429,t
5430,f
5431,f
5432,No mencionado
5433,No mencionado
5434,f
5435,f
5436,f
5437,f
5438,f
5439,f
5440,f
5441,t
5442,f
5443,f
5444,f
5445,f
5446,f
5447,f
5448,f
5449,f
5450,f
5451,f
5452,f
5453,f
5454,f
5455,f
5456,f
5457,f
5458,t
5459,f
5460,f
5461,f
5462,f
5463,f
5464,f
5465,f
5466,f
5467,f
5468,f
5469,f
5470,f
5471,f
5472,f
5473,f
5474,t
5475,f
5476,f
5477,f
5478,f
5479,t
5480,f
5481,f
5482,f
5483,f
5484,t
5485,t
5486,f
5487,f
5488,f
5489,f
5490,f
5491,f
5492,f
5493,t
5494,f
5495,f
5496,f
5497,f
5498,f
5499,No mencionado
5500,f
5501,f
5502,t
5503,t
5504,f
5505,No mencionado
5506,f
5507,f
5508,f
5509,f
5510,f
5511,f
5512,t
5513,f
5514,f
5515,t
5516,f
5517,f
5518,f
5519,f
5520,f
5521,t
5522,t
5523,t
5524,t
5525,f
5526,t
5527,t
5528,f
5529,t
5530,t
5531,t
5532,t
5533,f
5534,t
5535,t
5536,t
5537,f
5538,f
5539,t
5540,t
5541,t
5542,t
5543,f
5544,f
5545,f
5546,f
5547,f
5548,t
5549,f
5550,f
5551,f
5552,t
5553,f
5554,f
5555,f
5556,f
5557,f
5558,f
5559,t
5560,f
5561,t
5562,t
5563,f
5564,t
5565,f
5566,f
5567,f
5568,f
5569,t
5570,f
5571,f
5572,f
5573,t
5574,t
5575,f
5576,f
5577,t
5578,t
5579,f
5580,f
5581,f
5582,f
5583,f
5584,f
5585,f
5586,f
5587,f
5588,t
5589,t
5590,t
5591,f
5592,f
5593,f
5594,f
5595,f
5596,f
5597,t
5598,f
5599,f
5600,f
5601,f
5602,f
5603,f
5604,f
5605,f
5606,f
5607,f
5608,f
5609,f
5610,f
5611,f
